model,year,transmission,mileage,engineSize,fuelType,price
 C Class,2019,Automatic,1550,2,Diesel,30675
 C Class,2016,Semi-Auto,43559,2.1,Diesel,16215
 C Class,2019,Semi-Auto,14203,1.5,Petrol,19394
 C Class,2016,Semi-Auto,18998,2,Petrol,21995
 C Class,2017,Semi-Auto,32000,2.1,Diesel,19545
 C Class,2017,Semi-Auto,30000,1.6,Diesel,18750
 C Class,2017,Semi-Auto,14800,2.1,Diesel,20995
 C Class,2015,Manual,15000,2.1,Diesel,16995
 C Class,2017,Semi-Auto,23479,2,Petrol,23890
 C Class,2016,Automatic,36077,2.1,Diesel,18249
 C Class,2017,Semi-Auto,30200,2.1,Diesel,22479
 C Class,2019,Automatic,11135,1.5,Petrol,23825
 C Class,2017,Semi-Auto,69791,2.1,Hybrid,17973
 C Class,2016,Semi-Auto,28500,2.1,Diesel,16991
 C Class,2019,Semi-Auto,2055,3,Petrol,38596
 C Class,2019,Automatic,12585,2,Diesel,28382
 C Class,2019,Automatic,14923,2,Diesel,24626
 C Class,2019,Automatic,5044,2,Diesel,28896
 C Class,2018,Automatic,4368,1.5,Petrol,23500
 C Class,2019,Automatic,12725,1.5,Petrol,26995
 C Class,2018,Automatic,15922,2.1,Diesel,21500
 C Class,2018,Automatic,14788,1.5,Petrol,24750
 C Class,2019,Automatic,7546,2,Petrol,31650
 C Class,2017,Automatic,15500,2.1,Diesel,17750
 C Class,2016,Semi-Auto,17560,2,Petrol,19995
 C Class,2019,Automatic,6902,1.5,Petrol,26500
 C Class,2017,Automatic,38545,3,Petrol,31692
 C Class,2016,Semi-Auto,26673,2.1,Diesel,22999
 C Class,2018,Semi-Auto,11209,2,Diesel,26995
 C Class,2017,Automatic,20362,2.1,Diesel,22995
 C Class,2017,Automatic,14952,2,Petrol,23995
 C Class,2017,Semi-Auto,12505,2.1,Diesel,20495
 C Class,2016,Semi-Auto,28304,1.6,Diesel,16495
 C Class,2017,Semi-Auto,13400,2,Petrol,20495
 C Class,2019,Automatic,5999,2,Petrol,31276
 C Class,2018,Automatic,11847,2,Diesel,27832
 C Class,2017,Automatic,67665,2.1,Diesel,16202
 C Class,2017,Automatic,58687,2.1,Diesel,16442
 C Class,2019,Automatic,4216,2,Petrol,31650
 C Class,2016,Automatic,15664,2,Petrol,21750
 C Class,2013,Semi-Auto,47334,2.1,Diesel,8991
 C Class,2017,Semi-Auto,32434,2.1,Diesel,16491
 C Class,2019,Semi-Auto,2000,1.5,Petrol,25695
 C Class,2020,Semi-Auto,100,2,Diesel,29999
 C Class,2018,Automatic,16132,2,Diesel,26690
 C Class,2019,Automatic,13275,2,Diesel,25990
 C Class,2015,Semi-Auto,44012,2.1,Diesel,15849
 C Class,2016,Semi-Auto,18246,2,Petrol,17999
 C Class,2018,Semi-Auto,11468,2,Petrol,19998
 C Class,2015,Automatic,43120,2.1,Diesel,15990
 C Class,2018,Semi-Auto,31639,2,Diesel,21960
 C Class,2016,Automatic,21821,2.1,Diesel,16960
 C Class,2015,Semi-Auto,49910,2.1,Diesel,17441
 C Class,2017,Semi-Auto,13500,3,Petrol,31741
 C Class,2013,Semi-Auto,66419,1.6,Petrol,9991
 C Class,2019,Semi-Auto,13852,2,Diesel,25122
 C Class,2017,Automatic,36047,2.1,Diesel,19762
 C Class,2018,Automatic,26723,2.1,Diesel,23456
 C Class,2019,Automatic,237,4,Petrol,67940
 C Class,2017,Automatic,15958,3,Petrol,27526
 C Class,2015,Semi-Auto,46522,1.6,Diesel,16122
 C Class,2019,Automatic,7226,2,Diesel,41870
 C Class,2016,Semi-Auto,9443,2,Petrol,22991
 C Class,2017,Automatic,25048,3,Petrol,28672
 C Class,2015,Semi-Auto,46500,2.1,Diesel,12980
 C Class,2017,Semi-Auto,26675,2.1,Diesel,20990
 C Class,2018,Automatic,11387,2,Diesel,23990
 C Class,2019,Automatic,15257,1.5,Petrol,23990
 C Class,2019,Automatic,14271,1.5,Petrol,23990
 C Class,2019,Automatic,4693,1.5,Petrol,23290
 C Class,2018,Automatic,12220,1.5,Petrol,23990
 C Class,2019,Semi-Auto,17743,2,Diesel,28990
 C Class,2018,Automatic,8400,2,Diesel,27990
 C Class,2019,Semi-Auto,12043,2,Diesel,26990
 C Class,2018,Automatic,12298,1.5,Petrol,25990
 C Class,2019,Automatic,12986,2,Diesel,29990
 C Class,2016,Semi-Auto,51300,2.1,Diesel,17990
 C Class,2017,Semi-Auto,19627,2,Petrol,17990
 C Class,2017,Automatic,23183,2.1,Diesel,23290
 C Class,2017,Automatic,34587,2.1,Diesel,22290
 C Class,2013,Manual,39187,1.6,Petrol,9991
 C Class,2016,Automatic,29446,2,Petrol,17991
 C Class,2018,Automatic,13558,1.5,Petrol,22032
 C Class,2018,Semi-Auto,10025,2,Petrol,28342
 C Class,2018,Semi-Auto,8786,2,Diesel,28752
 C Class,2019,Automatic,14141,1.5,Petrol,23995
 C Class,2017,Semi-Auto,36152,2,Petrol,18299
 C Class,2019,Semi-Auto,13896,1.5,Petrol,25499
 C Class,2019,Automatic,5283,2,Diesel,29999
 C Class,2019,Semi-Auto,3218,1.6,Diesel,26999
 C Class,2019,Semi-Auto,11159,2,Diesel,30499
 C Class,2019,Automatic,7508,2,Diesel,25799
 C Class,2017,Semi-Auto,9198,2,Petrol,18999
 C Class,2019,Semi-Auto,4233,2,Diesel,31299
 C Class,2019,Semi-Auto,7945,1.6,Petrol,25390
 C Class,2019,Semi-Auto,5542,1.6,Petrol,24290
 C Class,2019,Automatic,5376,3,Petrol,35991
 C Class,2019,Automatic,2910,2,Diesel,35791
 C Class,2018,Semi-Auto,28801,2.1,Diesel,26492
 C Class,2020,Semi-Auto,1000,2,Diesel,33991
 C Class,2020,Semi-Auto,1000,2,Diesel,40991
 C Class,2020,Semi-Auto,1000,2,Petrol,34991
 C Class,2015,Semi-Auto,27276,2,Petrol,18736
 C Class,2019,Automatic,3592,2,Petrol,30492
 C Class,2019,Automatic,5111,2,Petrol,27616
 C Class,2016,Semi-Auto,49101,2,Petrol,14441
 C Class,2019,Automatic,2638,1.5,Petrol,26396
 C Class,2016,Semi-Auto,17109,2.1,Diesel,21502
 C Class,2016,Semi-Auto,24420,2,Petrol,25932
 C Class,2017,Semi-Auto,22914,3,Petrol,32552
 C Class,2019,Automatic,3010,2,Diesel,31499
 C Class,2019,Automatic,5184,1.5,Petrol,21749
 C Class,2019,Automatic,4505,2,Diesel,28995
 C Class,2018,Automatic,2077,1.6,Diesel,19995
 C Class,2019,Automatic,100,1.5,Petrol,36995
 C Class,2019,Automatic,3147,2,Diesel,37250
 C Class,2016,Automatic,24909,1.6,Diesel,16750
 C Class,2018,Automatic,14876,2,Petrol,23995
 C Class,2017,Semi-Auto,50232,2.1,Diesel,20490
 C Class,2019,Semi-Auto,800,3,Petrol,48990
 C Class,2019,Automatic,2600,2,Diesel,32490
 C Class,2020,Semi-Auto,100,2,Diesel,33990
 C Class,2019,Automatic,5000,1.6,Petrol,28990
 C Class,2019,Automatic,2750,3,Petrol,46390
 C Class,2019,Automatic,2750,2,Diesel,37990
 C Class,2019,Automatic,100,2,Diesel,31990
 C Class,2016,Automatic,13020,2,Petrol,17590
 C Class,2016,Semi-Auto,22090,2.1,Diesel,17750
 C Class,2017,Semi-Auto,33964,2.1,Diesel,16860
 C Class,2015,Automatic,63955,2.1,Diesel,13100
 C Class,2016,Semi-Auto,37956,2,Hybrid,19000
 C Class,2017,Semi-Auto,17125,2,Petrol,23000
 C Class,2018,Semi-Auto,43288,2.1,Diesel,19995
 C Class,2017,Semi-Auto,20070,2.1,Diesel,19000
 C Class,2016,Semi-Auto,25441,2,Hybrid,18790
 C Class,2018,Automatic,28629,2.1,Diesel,18700
 C Class,2019,Automatic,4999,2,Diesel,31999
 C Class,2019,Automatic,4999,1.5,Petrol,30999
 C Class,2019,Automatic,4999,2,Diesel,32495
 C Class,2019,Automatic,2767,2,Diesel,32499
 C Class,2019,Automatic,4300,3,Petrol,38999
 C Class,2019,Automatic,3489,1.6,Petrol,28799
 C Class,2017,Semi-Auto,38471,2.1,Diesel,22995
 C Class,2019,Semi-Auto,14822,1.5,Petrol,24999
 C Class,2019,Automatic,11574,1.5,Petrol,24999
 C Class,2017,Automatic,25876,2.1,Diesel,23295
 C Class,2019,Semi-Auto,7992,2,Diesel,31995
 C Class,2019,Semi-Auto,6700,2,Diesel,28999
 C Class,2016,Semi-Auto,46080,2.1,Diesel,21133
 C Class,2019,Automatic,20,1.5,Petrol,31990
 C Class,2019,Automatic,3000,2,Diesel,34790
 C Class,2019,Automatic,14651,1.5,Petrol,23499
 C Class,2018,Semi-Auto,5386,2.1,Diesel,27991
 C Class,2019,Automatic,6664,2,Diesel,36791
 C Class,2019,Automatic,6325,1.5,Petrol,33790
 C Class,2019,Automatic,3700,2,Diesel,39790
 C Class,2019,Automatic,1765,1.5,Petrol,36791
 C Class,2016,Semi-Auto,26483,2.1,Diesel,21991
 C Class,2019,Semi-Auto,10218,1.5,Petrol,23410
 C Class,2019,Semi-Auto,9169,1.5,Petrol,23250
 C Class,2020,Semi-Auto,1173,2,Diesel,39991
 C Class,2017,Automatic,13567,2.1,Diesel,22052
 C Class,2017,Semi-Auto,13919,2.1,Diesel,22495
 C Class,2019,Semi-Auto,7868,1.6,Diesel,25995
 C Class,2019,Semi-Auto,14755,1.5,Petrol,23900
 C Class,2019,Semi-Auto,1342,2,Petrol,29900
 C Class,2019,Semi-Auto,11838,3,Petrol,39400
 C Class,2019,Semi-Auto,11723,2,Diesel,27400
 C Class,2019,Semi-Auto,3579,2,Petrol,32900
 C Class,2020,Semi-Auto,3478,2,Petrol,34900
 C Class,2016,Manual,9870,1.6,Diesel,15900
 C Class,2018,Semi-Auto,15900,2,Petrol,20690
 C Class,2019,Semi-Auto,5059,2,Diesel,29775
 C Class,2019,Automatic,13002,2,Diesel,22956
 C Class,2019,Semi-Auto,12838,2,Diesel,27992
 C Class,2019,Semi-Auto,12695,1.5,Petrol,25316
 C Class,2019,Semi-Auto,5578,1.6,Diesel,27086
 C Class,2019,Semi-Auto,6389,2,Diesel,27776
 C Class,2017,Semi-Auto,18390,2,Petrol,18491
 C Class,2019,Automatic,1786,2,Diesel,30181
 C Class,2018,Automatic,7351,2,Petrol,23480
 C Class,2019,Automatic,15133,2,Diesel,22678
 C Class,2019,Semi-Auto,3299,2,Petrol,29480
 C Class,2018,Automatic,12397,2.1,Diesel,24546
 C Class,2019,Automatic,6063,1.5,Petrol,24295
 C Class,2017,Semi-Auto,43000,2.1,Diesel,19995
 C Class,2017,Semi-Auto,20000,2.1,Diesel,22995
 C Class,2019,Semi-Auto,4510,2,Diesel,26076
 C Class,2018,Semi-Auto,14157,2,Diesel,27872
 C Class,2018,Semi-Auto,6721,1.5,Petrol,21342
 C Class,2019,Semi-Auto,9156,2,Diesel,25980
 C Class,2019,Semi-Auto,11923,2,Diesel,26280
 C Class,2019,Semi-Auto,22000,2,Diesel,26795
 C Class,2020,Semi-Auto,30,2,Diesel,33995
 C Class,2019,Semi-Auto,14682,1.5,Petrol,25400
 C Class,2019,Semi-Auto,21481,1.5,Petrol,22900
 C Class,2020,Semi-Auto,213,2,Diesel,33400
 C Class,2019,Semi-Auto,1416,2,Petrol,28900
 C Class,2018,Semi-Auto,23831,2.1,Diesel,22900
 C Class,2019,Semi-Auto,6828,2,Petrol,29995
 C Class,2019,Semi-Auto,11810,2,Diesel,30910
 C Class,2017,Semi-Auto,26000,2.1,Hybrid,20991
 C Class,2017,Semi-Auto,12586,2.1,Diesel,24132
 C Class,2019,Automatic,3498,2,Diesel,36991
 C Class,2019,Semi-Auto,1808,1.6,Diesel,28706
 C Class,2017,Semi-Auto,16212,2,Petrol,25402
 C Class,2015,Semi-Auto,21123,2.1,Diesel,22402
 C Class,2017,Automatic,20142,2.1,Diesel,23952
 C Class,2016,Semi-Auto,55877,2.1,Diesel,17443
 C Class,2018,Semi-Auto,26765,2.1,Diesel,18700
 C Class,2019,Automatic,16281,1.5,Petrol,25446
 C Class,2019,Automatic,5526,1.5,Petrol,22444
 C Class,2016,Automatic,34587,3,Petrol,31342
 C Class,2017,Automatic,23378,2.1,Diesel,23056
 C Class,2015,Automatic,33350,2.1,Diesel,16732
 C Class,2018,Automatic,11259,2.1,Diesel,22805
 C Class,2017,Semi-Auto,23114,2.1,Diesel,21700
 C Class,2016,Semi-Auto,51218,4,Petrol,30480
 C Class,2020,Semi-Auto,4462,3,Petrol,47980
 C Class,2018,Semi-Auto,3900,2.1,Diesel,22498
 C Class,2016,Semi-Auto,69564,2.1,Diesel,16452
 C Class,2018,Semi-Auto,25111,2,Petrol,23781
 C Class,2015,Semi-Auto,39000,2.1,Diesel,19995
 C Class,2018,Semi-Auto,8294,3,Petrol,34995
 C Class,2017,Automatic,16386,4,Petrol,43082
 C Class,2017,Semi-Auto,20070,2.1,Diesel,19000
 C Class,2014,Semi-Auto,24600,1.6,Petrol,12900
 C Class,2017,Semi-Auto,15935,2.1,Diesel,21998
 C Class,2019,Semi-Auto,6926,2,Diesel,26998
 C Class,2014,Semi-Auto,49152,2.1,Diesel,14498
 C Class,2015,Semi-Auto,24209,2.1,Diesel,17998
 C Class,2017,Semi-Auto,38195,2.1,Diesel,18298
 C Class,2016,Semi-Auto,34850,2,Hybrid,19998
 C Class,2018,Semi-Auto,27342,2.1,Diesel,16498
 C Class,2017,Automatic,24711,4,Petrol,37946
 C Class,2016,Semi-Auto,54546,2,Petrol,13412
 C Class,2017,Semi-Auto,23366,2.1,Diesel,22597
 C Class,2015,Automatic,38444,2,Petrol,16270
 C Class,2017,Semi-Auto,48142,2.1,Diesel,22162
 C Class,2017,Semi-Auto,16607,2,Petrol,17681
 C Class,2017,Semi-Auto,32376,4,Petrol,33322
 C Class,2019,Semi-Auto,4128,2,Diesel,26356
 C Class,2014,Semi-Auto,57499,2.1,Diesel,14990
 C Class,2015,Semi-Auto,51866,2.1,Diesel,14490
 C Class,2016,Manual,40880,1.6,Diesel,13680
 C Class,2019,Semi-Auto,14833,2,Diesel,23490
 C Class,2017,Semi-Auto,30447,2.1,Diesel,20990
 C Class,2018,Semi-Auto,11773,2,Petrol,20490
 C Class,2017,Semi-Auto,41935,2.1,Diesel,18990
 C Class,2019,Semi-Auto,6247,2,Diesel,24490
 C Class,2016,Semi-Auto,14704,2,Petrol,20990
 C Class,2019,Automatic,1499,2,Petrol,31890
 C Class,2019,Automatic,1499,1.6,Diesel,29890
 C Class,2019,Semi-Auto,2440,2,Diesel,33490
 C Class,2016,Semi-Auto,17635,2.1,Diesel,24950
 C Class,2017,Automatic,18199,2.1,Diesel,23450
 C Class,2016,Semi-Auto,29409,2,Hybrid,19440
 C Class,2017,Semi-Auto,16425,1.6,Diesel,19945
 C Class,2019,Semi-Auto,2088,2,Petrol,34255
 C Class,2019,Automatic,2591,1.5,Petrol,26750
 C Class,2019,Automatic,7275,2,Diesel,29450
 C Class,2016,Manual,61633,2,Petrol,11525
 C Class,2019,Automatic,12605,2,Diesel,23254
 C Class,2017,Automatic,26367,2,Petrol,20495
 C Class,2015,Automatic,33384,2.1,Diesel,17435
 C Class,2016,Semi-Auto,27830,2.1,Diesel,23060
 C Class,2016,Semi-Auto,30490,2,Hybrid,18498
 C Class,2016,Semi-Auto,66732,2.1,Hybrid,14998
 C Class,2016,Automatic,72676,2,Hybrid,15495
 C Class,2013,Semi-Auto,33925,1.6,Petrol,11900
 C Class,2019,Semi-Auto,3999,3,Petrol,44000
 C Class,2019,Semi-Auto,2105,2,Diesel,30500
 C Class,2016,Semi-Auto,21875,1.6,Diesel,17450
 C Class,2016,Manual,91751,2.1,Diesel,10749
 C Class,2015,Manual,42407,2.1,Diesel,13999
 C Class,2019,Semi-Auto,1998,1.6,Diesel,28480
 C Class,2019,Semi-Auto,1998,1.5,Petrol,28480
 C Class,2019,Semi-Auto,1998,1.5,Petrol,29480
 C Class,2019,Semi-Auto,15006,2,Diesel,26480
 C Class,2019,Semi-Auto,12436,1.5,Petrol,25980
 C Class,2019,Semi-Auto,11423,2,Diesel,26980
 C Class,2019,Semi-Auto,12810,1.5,Petrol,25980
 C Class,2018,Semi-Auto,26119,2.1,Diesel,19980
 C Class,2019,Semi-Auto,4833,1.6,Diesel,27980
 C Class,2018,Semi-Auto,8223,2.1,Diesel,24600
 C Class,2019,Semi-Auto,14402,2,Diesel,23480
 C Class,2016,Semi-Auto,14314,1.6,Diesel,16690
 C Class,2019,Automatic,5762,1.5,Petrol,23799
 C Class,2018,Semi-Auto,5628,2.1,Diesel,21299
 C Class,2017,Semi-Auto,21000,2.1,Diesel,19795
 C Class,2017,Semi-Auto,36814,2,Petrol,19995
 C Class,2016,Semi-Auto,50446,1.6,Diesel,15429
 C Class,2019,Automatic,4999,2,Diesel,29495
 C Class,2016,Semi-Auto,13457,2.1,Diesel,21995
 C Class,2019,Semi-Auto,6447,2,Diesel,26995
 C Class,2014,Semi-Auto,33593,2.1,Diesel,16999
 C Class,2015,Semi-Auto,37890,2.1,Diesel,18799
 C Class,2014,Semi-Auto,68422,2.1,Diesel,13490
 C Class,2013,Semi-Auto,41842,2.1,Diesel,9990
 C Class,2017,Semi-Auto,46430,2.1,Diesel,18490
 C Class,2013,Semi-Auto,41841,2.1,Diesel,9990
 C Class,2014,Semi-Auto,68422,2.1,Diesel,13490
 C Class,2019,Semi-Auto,4504,3,Petrol,40000
 C Class,2019,Semi-Auto,1998,1.5,Petrol,29980
 C Class,2019,Semi-Auto,10795,1.5,Petrol,24680
 C Class,2019,Semi-Auto,13253,2,Diesel,20980
 C Class,2019,Semi-Auto,7721,2,Petrol,27000
 C Class,2019,Semi-Auto,7442,1.5,Petrol,22980
 C Class,2018,Semi-Auto,13983,3,Petrol,33980
 C Class,2017,Manual,41814,1.6,Diesel,14690
 C Class,2019,Automatic,6052,2,Diesel,29496
 C Class,2019,Semi-Auto,10441,1.5,Petrol,23995
 C Class,2019,Automatic,2177,1.5,Petrol,25799
 C Class,2019,Automatic,860,1.5,Petrol,30899
 C Class,2019,Automatic,2646,1.5,Petrol,28499
 C Class,2019,Automatic,1676,2,Diesel,29499
 C Class,2019,Automatic,1812,1.5,Petrol,30799
 C Class,2019,Automatic,1097,2,Diesel,31999
 C Class,2019,Automatic,1566,1.6,Diesel,26599
 C Class,2019,Semi-Auto,5110,2,Petrol,31999
 C Class,2019,Automatic,1142,2,Petrol,28299
 C Class,2019,Automatic,584,2,Diesel,28000
 C Class,2019,Automatic,1196,1.5,Petrol,27000
 C Class,2020,Semi-Auto,19,2,Diesel,31480
 C Class,2020,Semi-Auto,1989,2,Diesel,30480
 C Class,2019,Semi-Auto,2317,3,Petrol,41500
 C Class,2019,Semi-Auto,1752,3,Petrol,44480
 C Class,2016,Semi-Auto,39025,2,Petrol,17980
 C Class,2017,Semi-Auto,38546,2.1,Diesel,17480
 C Class,2018,Semi-Auto,3891,1.5,Petrol,19980
 C Class,2017,Semi-Auto,16419,2.1,Diesel,19480
 C Class,2017,Semi-Auto,16852,2.1,Diesel,19680
 C Class,2017,Semi-Auto,43855,2.1,Diesel,19280
 C Class,2017,Semi-Auto,19560,2.1,Diesel,22480
 C Class,2019,Semi-Auto,16302,1.5,Petrol,22980
 C Class,2019,Semi-Auto,10934,1.5,Petrol,23480
 C Class,2019,Semi-Auto,14379,1.5,Petrol,19980
 C Class,2020,Semi-Auto,3999,3,Petrol,42980
 C Class,2019,Semi-Auto,14285,1.5,Petrol,19980
 C Class,2019,Semi-Auto,5276,2,Diesel,29999
 C Class,2019,Semi-Auto,7578,1.5,Petrol,26479
 C Class,2019,Semi-Auto,13936,1.5,Petrol,19980
 C Class,2018,Semi-Auto,15096,2,Diesel,19480
 C Class,2019,Semi-Auto,4737,1.5,Petrol,24980
 C Class,2019,Semi-Auto,6894,1.5,Petrol,24980
 C Class,2016,Semi-Auto,15554,3,Petrol,34380
 C Class,2018,Automatic,4944,2.1,Diesel,25280
 C Class,2019,Semi-Auto,9062,2,Diesel,30000
 C Class,2019,Automatic,7811,1.5,Petrol,24980
 C Class,2016,Automatic,25845,2.1,Diesel,18480
 C Class,2016,Semi-Auto,44335,2.1,Diesel,17280
 C Class,2019,Semi-Auto,14203,1.5,Petrol,19980
 C Class,2019,Semi-Auto,9477,2,Diesel,28980
 C Class,2019,Semi-Auto,19358,2,Diesel,22280
 C Class,2019,Semi-Auto,13708,2,Diesel,26480
 C Class,2019,Semi-Auto,14636,2,Diesel,26480
 C Class,2019,Semi-Auto,14284,2,Diesel,25980
 C Class,2019,Semi-Auto,9477,2,Diesel,26980
 C Class,2019,Semi-Auto,16900,1.5,Petrol,25780
 C Class,2019,Semi-Auto,14568,1.5,Petrol,19980
 C Class,2019,Semi-Auto,1980,1.5,Petrol,33780
 C Class,2019,Semi-Auto,2986,2,Diesel,29980
 C Class,2019,Semi-Auto,2090,1.5,Petrol,31480
 C Class,2019,Semi-Auto,3162,1.5,Petrol,31980
 C Class,2019,Semi-Auto,4010,2,Diesel,30500
 C Class,2019,Semi-Auto,4688,2,Diesel,30480
 C Class,2019,Semi-Auto,2330,2,Diesel,33480
 C Class,2019,Semi-Auto,2190,2,Diesel,29980
 C Class,2019,Semi-Auto,2143,1.6,Diesel,29980
 C Class,2019,Manual,2332,1.6,Petrol,21480
 C Class,2016,Semi-Auto,17259,2.1,Diesel,16980
 C Class,2016,Manual,11972,1.6,Diesel,16020
 C Class,2016,Semi-Auto,57881,2.1,Diesel,16991
 C Class,2018,Semi-Auto,10467,4,Petrol,42525
 C Class,2017,Semi-Auto,32228,2.1,Diesel,21220
 C Class,2017,Automatic,8514,2.1,Diesel,26455
 C Class,2015,Automatic,58873,2.1,Diesel,19825
 C Class,2017,Automatic,16900,2.1,Diesel,21544
 C Class,2019,Automatic,2001,2,Diesel,35500
 C Class,2019,Automatic,2001,2,Diesel,35250
 C Class,2019,Semi-Auto,1854,1.5,Petrol,31980
 C Class,2019,Semi-Auto,1995,2,Diesel,30980
 C Class,2019,Semi-Auto,2998,1.5,Petrol,29480
 C Class,2019,Semi-Auto,3466,3,Petrol,39500
 C Class,2019,Semi-Auto,16548,1.5,Petrol,26680
 C Class,2016,Semi-Auto,38436,2,Hybrid,18780
 C Class,2019,Automatic,6388,2,Diesel,33283
 C Class,2019,Automatic,4501,2,Diesel,29650
 C Class,2019,Semi-Auto,3398,4,Petrol,65000
 C Class,2019,Automatic,6435,2,Petrol,29885
 C Class,2019,Automatic,5877,2,Petrol,29945
 C Class,2017,Automatic,22919,2,Petrol,23965
 C Class,2018,Automatic,13037,2,Diesel,27725
 C Class,2019,Semi-Auto,10042,2,Diesel,28315
 C Class,2016,Automatic,23274,2,Petrol,25290
 C Class,2019,Automatic,4001,2,Diesel,28450
 C Class,2017,Manual,32910,2.1,Diesel,14680
 C Class,2017,Semi-Auto,22894,2,Petrol,22980
 C Class,2017,Semi-Auto,22422,2.1,Diesel,19980
 C Class,2017,Semi-Auto,23589,2.1,Diesel,18980
 C Class,2017,Semi-Auto,29198,2.1,Diesel,19980
 C Class,2017,Automatic,19402,2,Petrol,24480
 C Class,2017,Automatic,46295,2.1,Diesel,19980
 C Class,2016,Semi-Auto,26057,3,Petrol,29780
 C Class,2019,Semi-Auto,34,1.5,Petrol,29480
 C Class,2017,Automatic,18941,2.1,Diesel,24980
 C Class,2017,Automatic,13973,2.1,Diesel,23980
 C Class,2019,Semi-Auto,6643,2,Petrol,29500
 C Class,2019,Semi-Auto,5090,2,Diesel,27480
 C Class,2017,Semi-Auto,6955,2.1,Diesel,23415
 C Class,2019,Semi-Auto,6922,2,Petrol,29500
 C Class,2019,Semi-Auto,13864,2,Diesel,23980
 C Class,2019,Semi-Auto,3131,1.5,Petrol,25080
 C Class,2019,Semi-Auto,15275,2,Petrol,26980
 C Class,2016,Semi-Auto,45588,2.1,Diesel,16680
 C Class,2018,Semi-Auto,11827,2.1,Diesel,22980
 C Class,2019,Semi-Auto,2857,3,Petrol,39000
 C Class,2019,Semi-Auto,3049,2,Diesel,29980
 C Class,2019,Semi-Auto,1568,1.6,Diesel,29980
 C Class,2017,Semi-Auto,29909,2.1,Diesel,22980
 C Class,2016,Semi-Auto,40197,2,Hybrid,18780
 C Class,2019,Semi-Auto,1250,2,Diesel,30980
 C Class,2018,Semi-Auto,3748,1.5,Petrol,28480
 C Class,2019,Semi-Auto,14568,1.5,Petrol,20480
 C Class,2019,Semi-Auto,7268,1.5,Petrol,27280
 C Class,2019,Semi-Auto,10982,1.5,Petrol,27980
 C Class,2019,Semi-Auto,7043,1.5,Petrol,24980
 C Class,2019,Automatic,5477,2.1,Diesel,28180
 C Class,2019,Semi-Auto,3436,1.5,Petrol,23680
 C Class,2019,Semi-Auto,9103,3,Petrol,44480
 C Class,2019,Semi-Auto,3446,1.5,Petrol,34480
 C Class,2019,Semi-Auto,14843,2,Diesel,25780
 C Class,2017,Semi-Auto,9238,2,Petrol,21500
 C Class,2019,Semi-Auto,3950,2,Petrol,33842
 C Class,2019,Automatic,2791,2,Diesel,34987
 C Class,2019,Automatic,1843,3,Petrol,44987
 C Class,2014,Semi-Auto,38824,2.1,Diesel,14732
 C Class,2018,Automatic,25833,2,Petrol,19056
 C Class,2017,Semi-Auto,22842,2.1,Diesel,20672
 C Class,2017,Automatic,20134,3,Petrol,33612
 C Class,2017,Semi-Auto,41603,2.1,Diesel,16991
 C Class,2015,Semi-Auto,37000,2.1,Hybrid,19990
 C Class,2019,Semi-Auto,8317,2,Diesel,27890
 C Class,2015,Semi-Auto,58502,2.1,Diesel,14490
 C Class,2017,Semi-Auto,25584,2,Petrol,18490
 C Class,2016,Manual,46384,2,Petrol,13600
 C Class,2018,Semi-Auto,18285,2.1,Diesel,22980
 C Class,2019,Semi-Auto,1752,3,Petrol,44480
 C Class,2017,Manual,34691,2.1,Diesel,15980
 C Class,2019,Semi-Auto,3999,3,Petrol,45980
 C Class,2019,Semi-Auto,8202,1.5,Petrol,29980
 C Class,2014,Semi-Auto,77043,2.1,Diesel,11750
 C Class,2014,Semi-Auto,46078,2,Petrol,13290
 C Class,2019,Semi-Auto,9613,2,Diesel,29950
 C Class,2014,Semi-Auto,77043,2.1,Diesel,11750
 C Class,2019,Semi-Auto,5550,2,Diesel,27990
 C Class,2017,Semi-Auto,30199,2.1,Diesel,16690
 C Class,2019,Automatic,6037,1.5,Petrol,22890
 C Class,2019,Automatic,5450,2,Diesel,28990
 C Class,2019,Automatic,13337,2,Diesel,19690
 C Class,2019,Semi-Auto,13757,1.5,Petrol,29480
 C Class,2015,Semi-Auto,54000,2.1,Diesel,14500
 C Class,2020,Semi-Auto,2669,2,Diesel,35491
 C Class,2017,Semi-Auto,22079,2.1,Diesel,24502
 C Class,2017,Semi-Auto,27993,2.1,Diesel,20491
 C Class,2019,Automatic,2430,2,Diesel,41491
 C Class,2017,Semi-Auto,51304,2.1,Diesel,18258
 C Class,2015,Semi-Auto,29963,2.1,Diesel,16341
 C Class,2017,Semi-Auto,22547,4,Petrol,40980
 C Class,2015,Semi-Auto,35464,2.1,Diesel,16892
 C Class,2014,Semi-Auto,53600,2.1,Diesel,14992
 C Class,2019,Automatic,6602,1.6,Petrol,22706
 C Class,2019,Automatic,3946,2,Diesel,30672
 C Class,2017,Semi-Auto,24698,2,Petrol,23111
 C Class,2019,Semi-Auto,9463,1.5,Petrol,26176
 C Class,2018,Semi-Auto,25340,2.1,Diesel,18700
 C Class,2017,Manual,25820,2,Petrol,14307
 C Class,2018,Automatic,23570,2.1,Diesel,18900
 C Class,2016,Semi-Auto,35800,2.1,Diesel,16800
 C Class,2015,Semi-Auto,57843,2.1,Diesel,10090
 C Class,2014,Automatic,52379,2,Petrol,12600
 C Class,2018,Semi-Auto,10592,2.1,Diesel,25500
